sciName,comName,speciesCode,category,taxonOrder,order,familyComName,familySciName
Hydropsalis cayennensis,White-tailed Nightjar,whtnig1,species,3475.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Hydropsalis maculicaudus,Spot-tailed Nightjar,sptnig1,species,3482.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Hydropsalis climacocerca,Ladder-tailed Nightjar,latnig1,species,3483.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Hydropsalis torquata,Scissor-tailed Nightjar,sctnig2,species,3489.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Hydropsalis sp.,Hydropsalis sp.,hydrop1,spuh,3492.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Macropsalis forcipata,Long-trained Nightjar,lotnig2,species,3493.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Siphonorhis americana,Jamaican Pauraque,jampau,species,3494.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Siphonorhis brewsteri,Least Pauraque,leapau1,species,3495.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Nyctiphrynus mcleodii,Eared Poorwill,earpoo1,species,3496.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Nyctiphrynus yucatanicus,Yucatan Poorwill,yucpoo1,species,3499.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Nyctiphrynus ocellatus,Ocellated Poorwill,ocepoo1,species,3500.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Nyctiphrynus rosenbergi,Choco Poorwill,chopoo1,species,3503.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Phalaenoptilus nuttallii,Common Poorwill,compoo,species,3504.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Antrostomus carolinensis,Chuck-will's-widow,chwwid,species,3510.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Antrostomus rufus,Rufous Nightjar,rufnig1,species,3511.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Antrostomus rufus [rufus Group],Rufous Nightjar (South American),rufnig2,issf,3512.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Antrostomus rufus otiosus,Rufous Nightjar (St. Lucia),rufnig4,issf,3516.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Antrostomus rufus minimus,Rufous Nightjar (Northern),rufnig3,issf,3517.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Antrostomus cubanensis,Greater Antillean Nightjar,granig1,species,3518.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Antrostomus cubanensis cubanensis/insulaepinorum,Greater Antillean Nightjar (Cuban),granig2,issf,3519.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Antrostomus cubanensis ekmani,Greater Antillean Nightjar (Hispaniolan),granig3,issf,3522.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Antrostomus salvini,Tawny-collared Nightjar,tacnig1,species,3523.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Antrostomus badius,Yucatan Nightjar,yucnig1,species,3524.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Antrostomus sericocaudatus,Silky-tailed Nightjar,sitnig1,species,3525.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Antrostomus ridgwayi,Buff-collared Nightjar,bucnig,species,3528.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Antrostomus vociferus,Eastern Whip-poor-will,whip-p1,species,3531.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Antrostomus saturatus,Dusky Nightjar,dusnig1,species,3532.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Antrostomus arizonae,Mexican Whip-poor-will,souwpw1,species,3533.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Antrostomus vociferus/arizonae,Eastern/Mexican Whip-poor-will,whpwil,slash,3539.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Antrostomus noctitherus,Puerto Rican Nightjar,purnig1,species,3540.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Antrostomus sp.,Antrostomus sp.,antros1,spuh,3541.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Caprimulgus vexillarius,Pennant-winged Nightjar,pewnig1,species,3542.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Caprimulgus longipennis,Standard-winged Nightjar,stwnig1,species,3543.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Caprimulgus binotatus,Brown Nightjar,bronig1,species,3544.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Caprimulgus ruficollis,Red-necked Nightjar,rennig1,species,3545.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Caprimulgus indicus,Jungle Nightjar,grynig2,species,3548.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Caprimulgus jotaka,Gray Nightjar,grynig1,species,3551.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Caprimulgus indicus/jotaka,Jungle/Gray Nightjar,granig,slash,3554.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Caprimulgus phalaena,Palau Nightjar,palnig1,species,3555.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Caprimulgus europaeus,Eurasian Nightjar,eurnig1,species,3556.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Caprimulgus ruficollis/europaeus,Red-necked/Eurasian Nightjar,y00677,slash,3563.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Caprimulgus fraenatus,Sombre Nightjar,somnig1,species,3564.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Caprimulgus rufigena,Rufous-cheeked Nightjar,rucnig1,species,3565.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Caprimulgus aegyptius,Egyptian Nightjar,egynig1,species,3568.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Caprimulgus nubicus,Nubian Nightjar,nubnig1,species,3571.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Caprimulgus nubicus nubicus/tamaricis,Nubian Nightjar (Nubian),nubnig2,issf,3572.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Caprimulgus nubicus torridus,Nubian Nightjar (Torrid),nubnig3,issf,3575.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Caprimulgus nubicus jonesi,Nubian Nightjar (Socotra),nubnig4,issf,3576.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Caprimulgus mahrattensis,Sykes's Nightjar,syknig1,species,3577.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Caprimulgus centralasicus,Vaurie's Nightjar,vaunig1,species,3578.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Caprimulgus eximius,Golden Nightjar,golnig1,species,3579.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Caprimulgus macrurus,Large-tailed Nightjar,latnig2,species,3582.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Caprimulgus [undescribed Timor form],Timor Nightjar (undescribed form),timnig1,form,3589.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Caprimulgus andamanicus,Andaman Nightjar,andnig1,species,3590.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Caprimulgus meesi,Mees's Nightjar,meenig1,species,3591.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Caprimulgus atripennis,Jerdon's Nightjar,jernig1,species,3592.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Caprimulgus manillensis,Philippine Nightjar,phinig1,species,3595.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Caprimulgus celebensis,Sulawesi Nightjar,sulnig1,species,3596.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Caprimulgus donaldsoni,Donaldson-Smith's Nightjar,dosnig1,species,3599.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Caprimulgus nigriscapularis,Black-shouldered Nightjar,bksnig1,species,3600.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Caprimulgus pectoralis,Fiery-necked Nightjar,finnig1,species,3601.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Caprimulgus poliocephalus,Abyssinian Nightjar,abynig1,species,3606.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Caprimulgus ruwenzorii,Rwenzori Nightjar,monnig2,species,3607.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Caprimulgus asiaticus,Indian Nightjar,indnig1,species,3610.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Caprimulgus madagascariensis,Madagascar Nightjar,madnig1,species,3614.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Caprimulgus natalensis,Swamp Nightjar,swanig1,species,3617.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Caprimulgus inornatus,Plain Nightjar,planig1,species,3620.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Caprimulgus stellatus,Star-spotted Nightjar,stsnig1,species,3621.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Caprimulgus solala,Nechisar Nightjar,necnig1,species,3622.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Caprimulgus affinis,Savanna Nightjar,savnig1,species,3623.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Caprimulgus tristigma,Freckled Nightjar,frenig1,species,3634.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Caprimulgus concretus,Bonaparte's Nightjar,bonnig1,species,3640.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Caprimulgus pulchellus,Salvadori's Nightjar,salnig1,species,3641.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Caprimulgus prigoginei,Itombwe Nightjar,itonig1,species,3644.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Caprimulgus batesi,Bates's Nightjar,batnig2,species,3645.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Caprimulgus climacurus,Long-tailed Nightjar,lotnig1,species,3646.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Caprimulgus clarus,Slender-tailed Nightjar,sltnig1,species,3650.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Caprimulgus fossii,Square-tailed Nightjar,sqtnig1,species,3651.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Caprimulgus sp.,Caprimulgus sp.,caprim1,spuh,3655.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Caprimulgidae sp.,nightjar sp.,nightj1,spuh,3656.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Nyctibius grandis,Great Potoo,grepot1,species,3657.0,Caprimulgiformes,Potoos,Nyctibiidae
Nyctibius aethereus,Long-tailed Potoo,lotpot1,species,3658.0,Caprimulgiformes,Potoos,Nyctibiidae
Nyctibius griseus,Common Potoo,compot1,species,3662.0,Caprimulgiformes,Potoos,Nyctibiidae
Nyctibius jamaicensis,Northern Potoo,norpot1,species,3665.0,Caprimulgiformes,Potoos,Nyctibiidae
Nyctibius jamaicensis [mexicanus Group],Northern Potoo (Middle American),norpot2,issf,3666.0,Caprimulgiformes,Potoos,Nyctibiidae
Nyctibius jamaicensis jamaicensis/abbotti,Northern Potoo (Caribbean),norpot3,issf,3670.0,Caprimulgiformes,Potoos,Nyctibiidae
Nyctibius maculosus,Andean Potoo,andpot1,species,3673.0,Caprimulgiformes,Potoos,Nyctibiidae
Nyctibius leucopterus,White-winged Potoo,whwpot1,species,3674.0,Caprimulgiformes,Potoos,Nyctibiidae
Nyctibius bracteatus,Rufous Potoo,rufpot1,species,3675.0,Caprimulgiformes,Potoos,Nyctibiidae
Nyctibius sp.,potoo sp.,potoo1,spuh,3676.0,Caprimulgiformes,Potoos,Nyctibiidae
Steatornis caripensis,Oilbird,oilbir1,species,3677.0,Caprimulgiformes,Oilbird,Steatornithidae
Aegotheles savesi,New Caledonian Owlet-nightjar,nconig1,species,3678.0,Caprimulgiformes,Owlet-nightjars,Aegothelidae
Aegotheles insignis,Feline Owlet-nightjar,feonig1,species,3679.0,Caprimulgiformes,Owlet-nightjars,Aegothelidae
Aegotheles tatei,Starry Owlet-nightjar,spaown1,species,3680.0,Caprimulgiformes,Owlet-nightjars,Aegothelidae
Aegotheles wallacii,Wallace's Owlet-nightjar,waonig1,species,3681.0,Caprimulgiformes,Owlet-nightjars,Aegothelidae
Aegotheles archboldi,Archbold's Owlet-nightjar,aronig1,species,3685.0,Caprimulgiformes,Owlet-nightjars,Aegothelidae
Aegotheles albertisi,Mountain Owlet-nightjar,moonig1,species,3686.0,Caprimulgiformes,Owlet-nightjars,Aegothelidae
Aegotheles crinifrons,Moluccan Owlet-nightjar,molown1,species,3690.0,Caprimulgiformes,Owlet-nightjars,Aegothelidae
Aegotheles cristatus,Australian Owlet-nightjar,auonig1,species,3691.0,Caprimulgiformes,Owlet-nightjars,Aegothelidae
Aegotheles affinis,Vogelkop Owlet-nightjar,barown2,species,3694.0,Caprimulgiformes,Owlet-nightjars,Aegothelidae
Aegotheles bennettii,Barred Owlet-nightjar,barown1,species,3695.0,Caprimulgiformes,Owlet-nightjars,Aegothelidae
Aegotheles bennettii bennettii/wiedenfeldi,Barred Owlet-nightjar (Barred),barown3,issf,3696.0,Caprimulgiformes,Owlet-nightjars,Aegothelidae
Aegotheles bennettii terborghi,Barred Owlet-nightjar (Diamond's),barown5,issf,3699.0,Caprimulgiformes,Owlet-nightjars,Aegothelidae
Aegotheles bennettii plumifer,Barred Owlet-nightjar (Dwarf),barown4,issf,3700.0,Caprimulgiformes,Owlet-nightjars,Aegothelidae
Aegotheles sp.,owlet-nightjar sp.,owlet-1,spuh,3701.0,Caprimulgiformes,Owlet-nightjars,Aegothelidae
Cypseloides niger,Black Swift,blkswi,species,3702.0,Caprimulgiformes,Swifts,Apodidae
Cypseloides niger borealis,Black Swift (borealis),blkswi1,issf,3703.0,Caprimulgiformes,Swifts,Apodidae
Cypseloides niger costaricensis,Black Swift (costaricensis),blkswi2,issf,3704.0,Caprimulgiformes,Swifts,Apodidae
Cypseloides niger niger,Black Swift (niger),blkswi3,issf,3705.0,Caprimulgiformes,Swifts,Apodidae
Cypseloides lemosi,White-chested Swift,whcswi2,species,3706.0,Caprimulgiformes,Swifts,Apodidae
Cypseloides rothschildi,Rothschild's Swift,rotswi1,species,3707.0,Caprimulgiformes,Swifts,Apodidae
Cypseloides fumigatus,Sooty Swift,sooswi1,species,3708.0,Caprimulgiformes,Swifts,Apodidae
Cypseloides storeri,White-fronted Swift,whfswi1,species,3709.0,Caprimulgiformes,Swifts,Apodidae
Cypseloides cryptus,White-chinned Swift,whcswi1,species,3710.0,Caprimulgiformes,Swifts,Apodidae
Cypseloides cherriei,Spot-fronted Swift,spfswi1,species,3711.0,Caprimulgiformes,Swifts,Apodidae
Cypseloides senex,Great Dusky Swift,grdswi1,species,3712.0,Caprimulgiformes,Swifts,Apodidae
Cypseloides sp.,Cypseloides sp.,cypsel1,spuh,3713.0,Caprimulgiformes,Swifts,Apodidae
Streptoprocne rutila,Chestnut-collared Swift,chcswi1,species,3714.0,Caprimulgiformes,Swifts,Apodidae
Streptoprocne phelpsi,Tepui Swift,tepswi1,species,3718.0,Caprimulgiformes,Swifts,Apodidae
Streptoprocne zonaris,White-collared Swift,whcswi,species,3719.0,Caprimulgiformes,Swifts,Apodidae
Streptoprocne semicollaris,White-naped Swift,whnswi1,species,3729.0,Caprimulgiformes,Swifts,Apodidae
Streptoprocne biscutata,Biscutate Swift,bisswi1,species,3730.0,Caprimulgiformes,Swifts,Apodidae
Streptoprocne sp.,Streptoprocne sp.,strept2,spuh,3733.0,Caprimulgiformes,Swifts,Apodidae
Mearnsia picina,Philippine Spinetailed Swift,phinee1,species,3734.0,Caprimulgiformes,Swifts,Apodidae
Mearnsia novaeguineae,Papuan Spinetailed Swift,papnee1,species,3735.0,Caprimulgiformes,Swifts,Apodidae
Zoonavena grandidieri,Malagasy Spinetail,malspi1,species,3738.0,Caprimulgiformes,Swifts,Apodidae
Zoonavena thomensis,Sao Tome Spinetail,satspi1,species,3741.0,Caprimulgiformes,Swifts,Apodidae
Zoonavena sylvatica,White-rumped Needletail,whrnee1,species,3742.0,Caprimulgiformes,Swifts,Apodidae
Telacanthura ussheri,Mottled Spinetail,motspi1,species,3743.0,Caprimulgiformes,Swifts,Apodidae
Telacanthura melanopygia,Black Spinetail,blaspi1,species,3748.0,Caprimulgiformes,Swifts,Apodidae
Rhaphidura leucopygialis,Silver-rumped Needletail,sirnee1,species,3749.0,Caprimulgiformes,Swifts,Apodidae
Rhaphidura sabini,Sabine's Spinetail,sabspi1,species,3750.0,Caprimulgiformes,Swifts,Apodidae
Neafrapus cassini,Cassin's Spinetail,casspi1,species,3751.0,Caprimulgiformes,Swifts,Apodidae
Neafrapus boehmi,Bat-like Spinetail,balspi1,species,3752.0,Caprimulgiformes,Swifts,Apodidae
Chaetura pelagica,Chimney Swift,chiswi,species,3755.0,Caprimulgiformes,Swifts,Apodidae
Chaetura vauxi,Vaux's Swift,vauswi,species,3756.0,Caprimulgiformes,Swifts,Apodidae
Chaetura vauxi vauxi,Vaux's Swift (Vaux's),vauswi1,issf,3757.0,Caprimulgiformes,Swifts,Apodidae
Chaetura vauxi gaumeri,Vaux's Swift (Yucatan),vauswi2,issf,3758.0,Caprimulgiformes,Swifts,Apodidae
Chaetura vauxi [richmondi Group],Vaux's Swift (Richmond's),vauswi3,issf,3759.0,Caprimulgiformes,Swifts,Apodidae
Chaetura vauxi aphanes,Vaux's Swift (aphanes),vauswi4,issf,3763.0,Caprimulgiformes,Swifts,Apodidae
Chaetura vauxi andrei,Vaux's Swift (Ashy-tailed),astswi1,issf,3764.0,Caprimulgiformes,Swifts,Apodidae
Chaetura pelagica/vauxi,Chimney/Vaux's Swift,y00321,slash,3765.0,Caprimulgiformes,Swifts,Apodidae
Chaetura chapmani,Chapman's Swift,chaswi1,species,3766.0,Caprimulgiformes,Swifts,Apodidae
Chaetura viridipennis,Amazonian Swift,amaswi1,species,3767.0,Caprimulgiformes,Swifts,Apodidae
Chaetura meridionalis,Sick's Swift,sicswi1,species,3768.0,Caprimulgiformes,Swifts,Apodidae
Chaetura brachyura,Short-tailed Swift,shtswi1,species,3769.0,Caprimulgiformes,Swifts,Apodidae
Chaetura brachyura [brachyura Group],Short-tailed Swift (Short-tailed),shtswi2,issf,3770.0,Caprimulgiformes,Swifts,Apodidae
Chaetura brachyura ocypetes,Short-tailed Swift (Tumbes),shtswi3,issf,3774.0,Caprimulgiformes,Swifts,Apodidae
Chaetura spinicaudus,Band-rumped Swift,barswi,species,3775.0,Caprimulgiformes,Swifts,Apodidae
Chaetura spinicaudus aetherodroma,Band-rumped Swift (aetherodroma),barswi1,issf,3776.0,Caprimulgiformes,Swifts,Apodidae
Chaetura spinicaudus spinicaudus/latirostris,Band-rumped Swift (spinicaudus/latirostris),barswi2,issf,3777.0,Caprimulgiformes,Swifts,Apodidae
Chaetura spinicaudus aethalea,Band-rumped Swift (aethalea),barswi3,issf,3780.0,Caprimulgiformes,Swifts,Apodidae
Chaetura fumosa,Costa Rican Swift,corswi,species,3781.0,Caprimulgiformes,Swifts,Apodidae
Chaetura cinereiventris,Gray-rumped Swift,grrswi1,species,3782.0,Caprimulgiformes,Swifts,Apodidae
Chaetura cinereiventris phaeopygos,Gray-rumped Swift (phaeopygos),gyrswi3,issf,3783.0,Caprimulgiformes,Swifts,Apodidae
Chaetura cinereiventris occidentalis,Gray-rumped Swift (occidentalis),gyrswi4,issf,3784.0,Caprimulgiformes,Swifts,Apodidae
Chaetura cinereiventris [sclateri Group],Gray-rumped Swift (Ash-rumped),gyrswi1,issf,3785.0,Caprimulgiformes,Swifts,Apodidae
Chaetura cinereiventris cinereiventris,Gray-rumped Swift (Gray-rumped),gyrswi2,issf,3790.0,Caprimulgiformes,Swifts,Apodidae
Chaetura egregia,Pale-rumped Swift,parswi1,species,3791.0,Caprimulgiformes,Swifts,Apodidae
Chaetura martinica,Lesser Antillean Swift,leaswi1,species,3792.0,Caprimulgiformes,Swifts,Apodidae
Chaetura sp.,Chaetura sp.,chaetu,spuh,3793.0,Caprimulgiformes,Swifts,Apodidae
Hirundapus caudacutus,White-throated Needletail,whtnee,species,3794.0,Caprimulgiformes,Swifts,Apodidae
Hirundapus cochinchinensis,Silver-backed Needletail,sibnee1,species,3797.0,Caprimulgiformes,Swifts,Apodidae
Hirundapus giganteus,Brown-backed Needletail,brbnee1,species,3801.0,Caprimulgiformes,Swifts,Apodidae
Hirundapus celebensis,Purple Needletail,purnee1,species,3804.0,Caprimulgiformes,Swifts,Apodidae
Hirundapus sp.,Hirundapus sp.,hirund1,spuh,3805.0,Caprimulgiformes,Swifts,Apodidae
Hydrochous gigas,Waterfall Swift,watswi1,species,3806.0,Caprimulgiformes,Swifts,Apodidae
Collocalia troglodytes,Pygmy Swiftlet,pygswi2,species,3807.0,Caprimulgiformes,Swifts,Apodidae
Collocalia dodgei,Bornean Swiftlet,cavswi3,species,3808.0,Caprimulgiformes,Swifts,Apodidae
Collocalia natalis,Christmas Island Swiftlet,chiswi1,species,3809.0,Caprimulgiformes,Swifts,Apodidae
Collocalia linchi,Cave Swiftlet,cavswi2,species,3810.0,Caprimulgiformes,Swifts,Apodidae
Collocalia affinis,Plume-toed Swiftlet,pltswi1,species,3814.0,Caprimulgiformes,Swifts,Apodidae
Collocalia marginata,Gray-rumped Swiftlet,gyrswi5,species,3820.0,Caprimulgiformes,Swifts,Apodidae
Collocalia isonota,Ridgetop Swiftlet,ridswi1,species,3823.0,Caprimulgiformes,Swifts,Apodidae
Collocalia marginata/isonota,Gray-rumped/Ridgetop Swiftlet,y01084,slash,3826.0,Caprimulgiformes,Swifts,Apodidae
Collocalia sumbawae,Tenggara Swiftlet,tenswi1,species,3827.0,Caprimulgiformes,Swifts,Apodidae
Collocalia neglecta,Drab Swiftlet,draswi1,species,3830.0,Caprimulgiformes,Swifts,Apodidae
Collocalia esculenta,Glossy Swiftlet,gloswi1,species,3833.0,Caprimulgiformes,Swifts,Apodidae
Collocalia neglecta/esculenta,Drab/Glossy Swiftlet,y01077,slash,3851.0,Caprimulgiformes,Swifts,Apodidae
Collocalia uropygialis,Satin Swiftlet,satswi1,species,3852.0,Caprimulgiformes,Swifts,Apodidae
Collocalia sp.,white-bellied swiftlet sp.,whbswi1,spuh,3855.0,Caprimulgiformes,Swifts,Apodidae
Aerodramus elaphrus,Seychelles Swiftlet,seyswi1,species,3856.0,Caprimulgiformes,Swifts,Apodidae
Aerodramus francicus,Mascarene Swiftlet,masswi1,species,3857.0,Caprimulgiformes,Swifts,Apodidae
Aerodramus unicolor,Indian Swiftlet,indswi1,species,3860.0,Caprimulgiformes,Swifts,Apodidae
Aerodramus sororum,Sulawesi Swiftlet,molswi4,species,3861.0,Caprimulgiformes,Swifts,Apodidae
Aerodramus infuscatus,Halmahera Swiftlet,molswi3,species,3862.0,Caprimulgiformes,Swifts,Apodidae
Aerodramus ceramensis,Seram Swiftlet,molswi1,species,3863.0,Caprimulgiformes,Swifts,Apodidae
Aerodramus mearnsi,Philippine Swiftlet,phiswi1,species,3864.0,Caprimulgiformes,Swifts,Apodidae
Aerodramus hirundinaceus,Mountain Swiftlet,mouswi2,species,3865.0,Caprimulgiformes,Swifts,Apodidae
Aerodramus spodiopygius,White-rumped Swiftlet,whrswi2,species,3869.0,Caprimulgiformes,Swifts,Apodidae
Aerodramus terraereginae,Australian Swiftlet,ausswi1,species,3881.0,Caprimulgiformes,Swifts,Apodidae
Aerodramus brevirostris,Himalayan Swiftlet,himswi2,species,3884.0,Caprimulgiformes,Swifts,Apodidae
Aerodramus brevirostris brevirostris/innominatus,Himalayan Swiftlet (Himalayan),himswi1,issf,3885.0,Caprimulgiformes,Swifts,Apodidae
Aerodramus brevirostris rogersi,Himalayan Swiftlet (Indochinese),indswi2,issf,3888.0,Caprimulgiformes,Swifts,Apodidae
Aerodramus vulcanorum,Volcano Swiftlet,volswi1,species,3889.0,Caprimulgiformes,Swifts,Apodidae
Aerodramus whiteheadi,Whitehead's Swiftlet,whiswi1,species,3890.0,Caprimulgiformes,Swifts,Apodidae
Aerodramus nuditarsus,Bare-legged Swiftlet,balswi1,species,3893.0,Caprimulgiformes,Swifts,Apodidae
Aerodramus orientalis,Mayr's Swiftlet,mayswi1,species,3894.0,Caprimulgiformes,Swifts,Apodidae
Aerodramus amelis,Ameline Swiftlet,palswi2,species,3897.0,Caprimulgiformes,Swifts,Apodidae
Aerodramus vanikorensis,Uniform Swiftlet,uniswi1,species,3900.0,Caprimulgiformes,Swifts,Apodidae
Aerodramus salangana,Mossy-nest Swiftlet,monswi2,species,3913.0,Caprimulgiformes,Swifts,Apodidae
Aerodramus pelewensis,Palau Swiftlet,palswi1,species,3918.0,Caprimulgiformes,Swifts,Apodidae
Aerodramus bartschi,Mariana Swiftlet,marswi,species,3919.0,Caprimulgiformes,Swifts,Apodidae
Aerodramus inquietus,Caroline Islands Swiftlet,caiswi1,species,3920.0,Caprimulgiformes,Swifts,Apodidae
